Datum;VPE_Gesamt;Komm_VPE;Voll;Displays;Lager
2015-09-15;45774;44609;1165;0;DPS
2015-09-15;9017;9002;15;0;MAN
2015-09-15;12426;12426;0;0;MPS
2015-09-16;49149;47763;1386;0;DPS
2015-09-16;12895;9830;3065;0;MAN
2015-09-16;13228;12966;262;0;MPS
2015-09-17;66011;63560;2451;0;DPS
2015-09-17;16739;14142;2597;0;MAN
2015-09-17;19196;18278;918;0;MPS
2015-09-18;53512;52389;1123;0;DPS
2015-09-18;10745;10737;8;0;MAN
2015-09-18;13726;13719;7;0;MPS
2015-09-19;32154;31375;779;0;DPS
2015-09-19;6137;6129;8;0;MAN
2015-09-19;8935;7915;1020;0;MPS
2015-09-21;74851;73089;1762;0;DPS
2015-09-21;12912;12510;402;0;MAN
2015-09-21;18604;18255;349;0;MPS
2015-09-22;48700;47297;1403;0;DPS
2015-09-22;11791;11750;41;0;MAN
2015-09-22;17136;17136;0;0;MPS
2015-09-23;54731;52746;1985;0;DPS
2015-09-23;9667;9657;10;0;MAN
2015-09-23;15414;13612;1802;0;MPS
2015-09-24;65237;63686;1551;0;DPS
2015-09-24;13438;12351;1087;0;MAN
2015-09-24;17506;17505;1;0;MPS
2015-09-25;56469;54937;1532;0;DPS
2015-09-25;10303;10150;153;0;MAN
2015-09-25;14320;14320;0;0;MPS
2015-09-26;32221;31391;830;0;DPS
2015-09-26;5292;5284;8;0;MAN
2015-09-26;7736;7434;302;0;MPS
2015-09-28;75449;73464;1985;0;DPS
2015-09-28;13134;13121;13;0;MAN
2015-09-28;17490;17457;33;0;MPS
2015-09-29;52286;50371;1915;0;DPS
2015-09-29;11444;11343;101;0;MAN
2015-09-29;18247;18247;0;0;MPS
2015-09-30;51282;49388;1894;0;DPS
2015-09-30;11564;11410;154;0;MAN
2015-09-30;17949;17294;655;0;MPS
2015-10-01;54435;52677;1758;0;DPS
2015-10-01;17629;12810;4819;0;MAN
2015-10-01;16158;16145;13;0;MPS
2015-10-02;62409;60093;2316;0;DPS
2015-10-02;14557;14146;411;0;MAN
2015-10-02;16283;16255;28;0;MPS
2015-10-05;64785;62955;1830;0;DPS
2015-10-05;12959;12867;92;0;MAN
2015-10-05;20098;17586;2512;0;MPS
2015-10-06;62658;56490;6168;0;DPS
2015-10-06;14141;12743;1398;0;MAN
2015-10-06;18790;17275;1515;0;MPS
2015-10-07;67766;65525;2241;0;DPS
2015-10-07;14023;13995;28;0;MAN
2015-10-07;20436;19833;603;0;MPS
2015-10-08;69414;67457;1957;0;DPS
2015-10-08;19332;15450;3882;0;MAN
2015-10-08;20438;20412;26;0;MPS
2015-10-09;60394;58661;1733;0;DPS
2015-10-09;11822;11724;98;0;MAN
2015-10-09;14858;14850;8;0;MPS
2015-10-10;36540;35161;1379;0;DPS
2015-10-10;6749;6206;543;0;MAN
2015-10-10;9689;8195;1494;0;MPS
2015-10-12;84042;81579;2463;0;DPS
2015-10-12;15502;14703;799;0;MAN
2015-10-12;19481;19196;285;0;MPS
2015-10-13;49690;48014;1676;0;DPS
2015-10-13;11532;9212;2320;0;MAN
2015-10-13;12885;12801;84;0;MPS
2015-10-14;50831;47968;2863;0;DPS
2015-10-14;13097;11032;2065;0;MAN
2015-10-14;13588;13133;455;0;MPS
2015-10-15;65193;62908;2285;0;DPS
2015-10-15;13969;13296;673;0;MAN
2015-10-15;18553;18489;64;0;MPS
2015-10-16;52325;50536;1789;0;DPS
2015-10-16;10493;10483;10;0;MAN
2015-10-16;14660;13406;1253;1;MPS
2015-10-17;33884;29629;4255;0;DPS
2015-10-17;6612;5447;1165;0;MAN
2015-10-17;8716;7243;1473;0;MPS
2015-10-19;76625;73759;2866;0;DPS
2015-10-19;14904;14121;783;0;MAN
2015-10-19;21750;20215;1535;0;MPS
2015-10-20;62117;58901;3216;0;DPS
2015-10-20;10712;10708;4;0;MAN
2015-10-20;21243;21242;1;0;MPS
2015-10-21;60293;57359;2934;0;DPS
2015-10-21;10063;9828;235;0;MAN
2015-10-21;15615;13225;2390;0;MPS
2015-10-22;74324;69556;4768;0;DPS
2015-10-22;17163;13253;3910;0;MAN
2015-10-22;20259;19647;612;0;MPS
2015-10-23;52084;50428;1656;0;DPS
2015-10-23;10636;10624;12;0;MAN
2015-10-23;13558;13340;218;0;MPS
2015-10-24;26807;24867;1940;0;DPS
2015-10-24;6014;5530;484;0;MAN
2015-10-24;8711;6414;2297;0;MPS
2015-10-26;67628;65181;2447;0;DPS
2015-10-26;14740;13252;1488;0;MAN
2015-10-26;17219;17057;162;0;MPS
2015-10-28;51063;47602;3461;0;DPS
2015-10-28;9906;9897;9;0;MAN
2015-10-28;14739;14356;382;1;MPS
2015-10-29;62916;59906;3010;0;DPS
2015-10-29;15621;12941;2680;0;MAN
2015-10-29;17547;17530;15;2;MPS
2015-10-30;53627;51198;2429;0;DPS
2015-10-30;9600;9590;10;0;MAN
2015-10-30;15287;15278;8;1;MPS
2015-10-31;25186;24005;1181;0;DPS
2015-10-31;5343;5341;2;0;MAN
2015-10-31;7783;7781;2;0;MPS
2015-11-02;81909;77943;3966;0;DPS
2015-11-02;16713;15384;1329;0;MAN
2015-11-02;25595;25594;1;0;MPS
2015-11-03;45980;44508;1472;0;DPS
2015-11-03;11917;11773;144;0;MAN
2015-11-03;13651;13638;12;1;MPS
2015-11-05;66778;63292;3486;0;DPS
2015-11-05;16716;14083;2633;0;MAN
2015-11-05;18842;18816;26;0;MPS
2015-11-06;54060;51022;3038;0;DPS
2015-11-06;11959;11953;6;0;MAN
2015-11-06;15024;15021;3;0;MPS
2015-11-07;33270;31831;1439;0;DPS
2015-11-07;5751;5750;1;0;MAN
2015-11-07;7714;7702;12;0;MPS
2015-11-09;82075;78233;3842;0;DPS
2015-11-09;14135;14103;32;0;MAN
2015-11-09;21322;20182;1140;0;MPS
2015-11-10;59573;52570;7003;0;DPS
2015-11-10;9528;9489;39;0;MAN
2015-11-10;12446;12446;0;0;MPS
2015-11-11;57279;54497;2782;0;DPS
2015-11-11;13526;10105;3421;0;MAN
2015-11-11;13219;13121;98;0;MPS
2015-11-12;78847;64004;14843;0;DPS
2015-11-12;15207;12993;2214;0;MAN
2015-11-12;17754;17754;0;0;MPS
2015-11-13;51856;49996;1860;0;DPS
2015-11-13;9743;9736;7;0;MAN
2015-11-13;14075;14075;0;0;MPS
2015-11-14;28844;27603;1241;0;DPS
2015-11-14;5187;5182;5;0;MAN
2015-11-14;7740;7739;1;0;MPS
2015-11-16;82159;79090;3069;0;DPS
2015-11-16;13655;13593;62;0;MAN
2015-11-16;22655;21849;806;0;MPS
2015-11-17;58238;55670;2568;0;DPS
2015-11-17;10466;10458;8;0;MAN
2015-11-17;16700;16605;95;0;MPS
2015-11-18;55082;52917;2165;0;DPS
2015-11-18;11654;9335;2319;0;MAN
2015-11-18;14480;12672;1808;0;MPS
2015-11-19;66376;63749;2627;0;DPS
2015-11-19;17360;12412;4948;0;MAN
2015-11-19;18322;18141;181;0;MPS
2015-11-20;52960;51249;1711;0;DPS
2015-11-20;10005;10000;5;0;MAN
2015-11-20;13775;13659;116;0;MPS
2015-11-21;31184;29637;1547;0;DPS
2015-11-21;9016;5649;3367;0;MAN
2015-11-21;7941;7940;1;0;MPS
2015-11-23;79164;76189;2975;0;DPS
2015-11-23;17147;14046;3101;0;MAN
2015-11-23;21053;21053;0;0;MPS
2015-11-24;56657;53544;3113;0;DPS
2015-11-24;11456;10255;1201;0;MAN
2015-11-24;16796;15416;1380;0;MPS
2015-11-25;61010;58169;2841;0;DPS
2015-11-25;9655;9641;14;0;MAN
2015-11-25;16018;15668;350;0;MPS
2015-11-26;60872;58091;2781;0;DPS
2015-11-26;13874;10642;3232;0;MAN
2015-11-26;16113;16088;25;0;MPS
2015-11-27;59539;57160;2379;0;DPS
2015-11-27;13854;9727;4127;0;MAN
2015-11-27;16400;16400;0;0;MPS
2015-11-28;63640;61581;2059;0;DPS
2015-11-28;10248;10233;15;0;MAN
2015-11-28;16922;16843;79;0;MPS
2015-11-30;79171;76422;2749;0;DPS
2015-11-30;11180;11136;44;0;MAN
2015-11-30;20642;20642;0;0;MPS
2015-12-01;76624;74437;2187;0;DPS
2015-12-01;10576;10571;5;0;MAN
2015-12-01;18567;18345;222;0;MPS
2015-12-02;60635;58982;1653;0;DPS
2015-12-02;17022;13358;3664;0;MAN
2015-12-02;14649;14548;101;0;MPS
2015-12-03;63496;61780;1716;0;DPS
2015-12-03;14097;11690;2407;0;MAN
2015-12-03;16093;15643;450;0;MPS
2015-12-04;57668;56169;1499;0;DPS
2015-12-04;12567;10624;1943;0;MAN
2015-12-04;14399;14384;15;0;MPS
2015-12-05;65024;63281;1743;0;DPS
2015-12-05;10263;10247;16;0;MAN
2015-12-05;15667;15666;1;0;MPS
2015-12-07;68270;66787;1483;0;DPS
2015-12-07;10794;10785;9;0;MAN
2015-12-07;16497;16497;0;0;MPS
2015-12-08;56999;55637;1362;0;DPS
2015-12-08;15016;10678;4338;0;MAN
2015-12-08;14328;14327;1;0;MPS
2015-12-09;52444;51031;1413;0;DPS
2015-12-09;10722;10716;6;0;MAN
2015-12-09;16158;15682;476;0;MPS
2015-12-10;58323;56652;1671;0;DPS
2015-12-10;14956;10382;4574;0;MAN
2015-12-10;14863;14645;218;0;MPS
2015-12-11;55217;53925;1292;0;DPS
2015-12-11;9829;9528;301;0;MAN
2015-12-11;14372;14369;3;0;MPS
2015-12-12;69573;67665;1908;0;DPS
2015-12-12;10657;10256;401;0;MAN
2015-12-12;15593;15588;5;0;MPS
2015-12-14;73537;71954;1583;0;DPS
2015-12-14;12118;11653;465;0;MAN
2015-12-14;18568;18567;1;0;MPS
2015-12-15;68272;66854;1418;0;DPS
2015-12-15;15430;13139;2291;0;MAN
2015-12-15;16687;16687;0;0;MPS
2015-12-16;58917;57319;1598;0;DPS
2015-12-16;14171;10994;3177;0;MAN
2015-12-16;13895;13681;214;0;MPS
2015-12-17;67691;66191;1500;0;DPS
2015-12-17;11300;11296;4;0;MAN
2015-12-17;15045;15041;4;0;MPS
2015-12-18;72383;70644;1739;0;DPS
2015-12-18;13875;13386;489;0;MAN
2015-12-18;16738;16736;2;0;MPS
2015-12-19;75729;74146;1583;0;DPS
2015-12-19;14151;14112;39;0;MAN
2015-12-19;17276;17276;0;0;MPS
2015-12-21;75913;74096;1817;0;DPS
2015-12-21;13974;13807;167;0;MAN
2015-12-21;19373;19373;0;0;MPS
2015-12-22;96825;94203;2622;0;DPS
2015-12-22;21031;19161;1870;0;MAN
2015-12-22;25735;25458;277;0;MPS
2015-12-23;64480;62860;1620;0;DPS
2015-12-23;12317;12306;11;0;MAN
2015-12-23;15915;15910;5;0;MPS
2015-12-24;32782;31762;1020;0;DPS
2015-12-24;7312;7311;1;0;MAN
2015-12-24;8770;8758;12;0;MPS
2015-12-28;84081;82108;1973;0;DPS
2015-12-28;18155;14061;4094;0;MAN
2015-12-28;18249;18249;0;0;MPS
2015-12-29;65105;63462;1643;0;DPS
2015-12-29;14513;13523;990;0;MAN
2015-12-29;17818;17712;106;0;MPS
2015-12-30;61840;60511;1329;0;DPS
2015-12-30;10401;10393;8;0;MAN
2015-12-30;12996;12995;1;0;MPS
2015-12-31;29954;29113;841;0;DPS
2015-12-31;6837;6834;3;0;MAN
2015-12-31;7596;7596;0;0;MPS
2016-01-02;68509;66813;1696;0;DPS
2016-01-02;14416;14385;31;0;MAN
2016-01-02;15972;15972;0;0;MPS
2016-01-04;61479;59571;1908;0;DPS
2016-01-04;9285;9275;10;0;MAN
2016-01-04;16541;16541;0;0;MPS
2016-01-05;61575;58824;2751;0;DPS
2016-01-05;15473;11374;4099;0;MAN
2016-01-05;19209;19197;12;0;MPS
2016-01-06;48242;47073;1169;0;DPS
2016-01-06;12656;11482;1174;0;MAN
2016-01-06;13963;13963;0;0;MPS
2016-01-07;62918;60180;2738;0;DPS
2016-01-07;13506;10528;2978;0;MAN
2016-01-07;22585;20301;2284;0;MPS
2016-01-08;53277;51996;1281;0;DPS
2016-01-08;8364;8353;11;0;MAN
2016-01-08;16258;16257;1;0;MPS
2016-01-09;29807;28576;1231;0;DPS
2016-01-09;9470;4010;5460;0;MAN
2016-01-09;12895;8907;3988;0;MPS
2016-01-11;66002;64294;1708;0;DPS
2016-01-11;13366;9876;3490;0;MAN
2016-01-11;21015;20984;31;0;MPS
2016-01-12;43548;42047;1501;0;DPS
2016-01-12;7982;7765;217;0;MAN
2016-01-12;15741;15621;120;0;MPS
2016-01-13;47777;44972;2805;0;DPS
2016-01-13;12096;7245;4851;0;MAN
2016-01-13;16492;16393;99;0;MPS
2016-01-14;59242;57211;2031;0;DPS
2016-01-14;11326;8774;2552;0;MAN
2016-01-14;19128;18942;186;0;MPS
2016-01-15;52739;51239;1500;0;DPS
2016-01-15;11505;8237;3268;0;MAN
2016-01-15;15918;15915;3;0;MPS
2016-01-16;28296;27440;856;0;DPS
2016-01-16;6136;4962;1174;0;MAN
2016-01-16;6771;6770;1;0;MPS
2016-01-18;78812;76529;2283;0;DPS
2016-01-18;17578;14337;3241;0;MAN
2016-01-18;23968;21101;2867;0;MPS
2016-01-19;56815;55339;1476;0;DPS
2016-01-19;11130;11122;8;0;MAN
2016-01-19;16232;16160;72;0;MPS
2016-01-20;43397;42176;1221;0;DPS
2016-01-20;15139;9293;5846;0;MAN
2016-01-20;11543;11543;0;0;MPS
2016-01-21;56175;54775;1400;0;DPS
2016-01-21;14112;13374;738;0;MAN
2016-01-21;16197;16197;0;0;MPS
2016-01-22;52433;51316;1117;0;DPS
2016-01-22;10519;10509;10;0;MAN
2016-01-22;12810;12808;1;1;MPS
2016-01-23;24525;23488;1037;0;DPS
2016-01-23;6121;5747;374;0;MAN
2016-01-23;6285;6284;1;0;MPS
2016-01-25;69128;67783;1345;0;DPS
2016-01-25;17096;15073;2023;0;MAN
2016-01-25;15242;15199;43;0;MPS
2016-01-26;47441;46421;1020;0;DPS
2016-01-26;14239;12041;2198;0;MAN
2016-01-26;10842;10842;0;0;MPS
2016-01-27;47759;46565;1194;0;DPS
2016-01-27;14387;11184;3203;0;MAN
2016-01-27;11710;11291;419;0;MPS
2016-01-28;61085;59960;1125;0;DPS
2016-01-28;18708;14350;4358;0;MAN
2016-01-28;15145;15122;23;0;MPS
2016-01-29;57840;56882;958;0;DPS
2016-01-29;11374;11372;2;0;MAN
2016-01-29;12509;12502;7;0;MPS
2016-01-30;32453;31197;1256;0;DPS
2016-01-30;6101;6098;3;0;MAN
2016-01-30;7194;6618;576;0;MPS
2016-02-01;77534;75682;1852;0;DPS
2016-02-01;17115;14869;2246;0;MAN
2016-02-01;19449;19448;1;0;MPS
2016-02-02;55987;54652;1335;0;DPS
2016-02-02;15968;12148;3820;0;MAN
2016-02-02;15231;15206;25;0;MPS
2016-02-03;49980;48958;1022;0;DPS
2016-02-03;17091;10413;6678;0;MAN
2016-02-03;10609;10487;122;0;MPS
2016-02-04;64421;63236;1185;0;DPS
2016-02-04;16277;14708;1569;0;MAN
2016-02-04;16032;16032;0;0;MPS
2016-02-05;54457;53482;975;0;DPS
2016-02-05;11814;11725;89;0;MAN
2016-02-05;13300;13292;8;0;MPS
2016-02-06;31586;31011;575;0;DPS
2016-02-06;6100;6096;4;0;MAN
2016-02-06;6363;6361;2;0;MPS
2016-02-08;74506;73179;1327;0;DPS
2016-02-08;19663;15609;4054;0;MAN
2016-02-08;16194;16193;1;0;MPS
2016-02-09;51483;50344;1139;0;DPS
2016-02-09;12109;12100;9;0;MAN
2016-02-09;11672;11578;94;0;MPS
2016-02-10;44466;43681;785;0;DPS
2016-02-10;13416;11109;2307;0;MAN
2016-02-10;10866;10768;98;0;MPS
2016-02-11;62705;61543;1162;0;DPS
2016-02-11;14957;14932;25;0;MAN
2016-02-11;17652;17651;1;0;MPS
2016-02-12;54200;53066;1134;0;DPS
2016-02-12;11949;11925;24;0;MAN
2016-02-12;12584;12562;22;0;MPS
2016-02-13;31623;30824;799;0;DPS
2016-02-13;6103;6096;7;0;MAN
2016-02-13;6632;6630;2;0;MPS
2016-02-15;81370;79766;1604;0;DPS
2016-02-15;16457;15349;1108;0;MAN
2016-02-15;19031;19007;24;0;MPS
2016-02-16;58078;56958;1120;0;DPS
2016-02-16;17433;11452;5981;0;MAN
2016-02-16;14247;14247;0;0;MPS
2016-02-17;44472;43435;1037;0;DPS
2016-02-17;11477;9543;1934;0;MAN
2016-02-17;10432;10310;122;0;MPS
2016-02-18;66304;60455;5849;0;DPS
2016-02-18;18729;14272;4457;0;MAN
2016-02-18;16170;15683;487;0;MPS
2016-02-19;54811;53903;908;0;DPS
2016-02-19;11807;11788;19;0;MAN
2016-02-19;12976;12975;1;0;MPS
2016-02-20;30408;29788;620;0;DPS
2016-02-20;6204;6198;6;0;MAN
2016-02-20;6400;6369;31;0;MPS
2016-02-22;72453;70519;1934;0;DPS
2016-02-22;15879;14812;1067;0;MAN
2016-02-22;20605;20014;591;0;MPS
2016-02-23;48075;46288;1787;0;DPS
2016-02-23;11629;11616;13;0;MAN
2016-02-23;17629;17628;1;0;MPS
2016-02-24;46300;44790;1510;0;DPS
2016-02-24;17535;10462;7073;0;MAN
2016-02-24;13640;13483;157;0;MPS
2016-02-25;60816;59487;1329;0;DPS
2016-02-25;17429;15269;2160;0;MAN
2016-02-25;19085;18903;182;0;MPS
2016-02-26;62318;61450;868;0;DPS
2016-02-26;11468;11451;17;0;MAN
2016-02-26;13698;13693;5;0;MPS
2016-02-27;30410;29835;575;0;DPS
2016-02-27;6298;6291;7;0;MAN
2016-02-27;8102;7448;654;0;MPS
2016-02-29;80367;78679;1688;0;DPS
2016-02-29;15624;15600;24;0;MAN
2016-02-29;19658;19452;206;0;MPS
2016-03-01;60721;59507;1214;0;DPS
2016-03-01;12784;11979;805;0;MAN
2016-03-01;15721;15606;115;0;MPS
2016-03-02;48205;47222;983;0;DPS
2016-03-02;11369;11345;24;0;MAN
2016-03-02;12569;12431;138;0;MPS
2016-03-03;71183;70005;1178;0;DPS
2016-03-03;17955;16051;1904;0;MAN
2016-03-03;19308;19180;128;0;MPS
2016-03-04;60733;59716;1017;0;DPS
2016-03-04;12247;12235;12;0;MAN
2016-03-04;14320;14319;1;0;MPS
2016-03-05;32814;32148;666;0;DPS
2016-03-05;6866;6861;5;0;MAN
2016-03-05;7543;7503;40;0;MPS
2016-03-07;79771;78298;1473;0;DPS
2016-03-07;15721;15353;368;0;MAN
2016-03-07;20536;17225;3311;0;MPS
2016-03-08;54619;52133;2486;0;DPS
2016-03-08;16500;10485;6015;0;MAN
2016-03-08;13108;12714;394;0;MPS
2016-03-09;45671;44705;966;0;DPS
2016-03-09;11198;9571;1627;0;MAN
2016-03-09;12920;12761;158;1;MPS
2016-03-10;62454;61301;1153;0;DPS
2016-03-10;19813;14131;5682;0;MAN
2016-03-10;17531;17284;247;0;MPS
2016-03-11;57746;56660;1086;0;DPS
2016-03-11;11070;10940;130;0;MAN
2016-03-11;14525;14461;64;0;MPS
2016-03-12;29240;28723;517;0;DPS
2016-03-12;5555;5550;5;0;MAN
2016-03-12;6663;6663;0;0;MPS
2016-03-14;73352;71958;1394;0;DPS
2016-03-14;17934;14650;3284;0;MAN
2016-03-14;20730;18746;1984;0;MPS
2016-03-15;54473;53278;1195;0;DPS
2016-03-15;13117;10934;2183;0;MAN
2016-03-15;15324;15324;0;0;MPS
2016-03-16;42049;40922;1127;0;DPS
2016-03-16;12961;12945;16;0;MAN
2016-03-16;10981;10531;445;5;MPS
2016-03-17;61187;60036;1151;0;DPS
2016-03-17;19073;14896;4177;0;MAN
2016-03-17;17283;17187;96;0;MPS
2016-03-18;54129;53101;1028;0;DPS
2016-03-18;12778;12762;16;0;MAN
2016-03-18;14100;14099;1;0;MPS
2016-03-19;33485;32932;553;0;DPS
2016-03-19;6822;6812;10;0;MAN
2016-03-19;7031;7007;24;0;MPS
2016-03-21;75587;74463;1124;0;DPS
2016-03-21;16295;16251;44;0;MAN
2016-03-21;16865;16827;38;0;MPS
2016-03-22;52999;51728;1271;0;DPS
2016-03-22;25957;20587;5370;0;MAN
2016-03-22;15242;15033;209;0;MPS
2016-03-23;58200;57041;1159;0;DPS
2016-03-23;16417;15396;1021;0;MAN
2016-03-23;19277;18795;482;0;MPS
2016-03-24;62018;60799;1219;0;DPS
2016-03-24;15519;15356;163;0;MAN
2016-03-24;15443;15438;5;0;MPS
2016-03-26;49945;49023;922;0;DPS
2016-03-26;22821;22801;20;0;MAN
2016-03-26;12127;12124;3;0;MPS
2016-03-29;65400;63770;1630;0;DPS
2016-03-29;24305;19297;5008;0;MAN
2016-03-29;18315;18071;244;0;MPS
2016-03-30;51262;50364;898;0;DPS
2016-03-30;20126;15756;4370;0;MAN
2016-03-30;12457;12257;200;0;MPS
2016-03-31;72181;70926;1255;0;DPS
2016-03-31;20367;16614;3753;0;MAN
2016-03-31;19560;19519;41;0;MPS
2016-04-01;68244;67056;1188;0;DPS
2016-04-01;14806;14794;12;0;MAN
2016-04-01;14900;14898;2;0;MPS
2016-04-02;43204;42235;969;0;DPS
2016-04-02;8878;8869;9;0;MAN
2016-04-02;10142;9973;169;0;MPS
2016-04-04;87376;85636;1740;0;DPS
2016-04-04;27513;21256;6257;0;MAN
2016-04-04;21199;21199;0;0;MPS
2016-04-05;58894;57927;967;0;DPS
2016-04-05;16735;14142;2593;0;MAN
2016-04-05;16193;14596;1597;0;MPS
2016-04-06;45862;44937;925;0;DPS
2016-04-06;15998;10616;5382;0;MAN
2016-04-06;13243;13040;203;0;MPS
2016-04-07;62716;61753;963;0;DPS
2016-04-07;22091;15475;6616;0;MAN
2016-04-07;18920;18918;1;1;MPS
2016-04-08;53675;52824;851;0;DPS
2016-04-08;12633;12603;30;0;MAN
2016-04-08;14276;14272;4;0;MPS
2016-04-09;25593;25020;573;0;DPS
2016-04-09;5455;5382;73;0;MAN
2016-04-09;6580;6563;17;0;MPS
2016-04-11;83274;81707;1567;0;DPS
2016-04-11;23802;17153;6649;0;MAN
2016-04-11;17841;17775;66;0;MPS
2016-04-12;58371;57471;900;0;DPS
2016-04-12;18293;14450;3843;0;MAN
2016-04-12;14609;14570;39;0;MPS
2016-04-13;42393;41583;810;0;DPS
2016-04-13;16183;10806;5377;0;MAN
2016-04-13;11439;11317;122;0;MPS
2016-04-14;62570;61524;1046;0;DPS
2016-04-14;19822;15043;4779;0;MAN
2016-04-14;16272;16272;0;0;MPS
2016-04-15;52632;51704;928;0;DPS
2016-04-15;12455;12429;26;0;MAN
2016-04-15;12299;12296;3;0;MPS
2016-04-16;22667;22172;495;0;DPS
2016-04-16;6556;6547;9;0;MAN
2016-04-16;6493;6348;145;0;MPS
2016-04-18;69010;67491;1519;0;DPS
2016-04-18;18197;16064;2133;0;MAN
2016-04-18;16310;16192;118;0;MPS
2016-04-19;52794;51386;1408;0;DPS
2016-04-19;13715;11119;2596;0;MAN
2016-04-19;14011;12197;1814;0;MPS
2016-04-20;45309;44445;864;0;DPS
2016-04-20;13981;10381;3600;0;MAN
2016-04-20;11643;11425;218;0;MPS
2016-04-21;63483;62466;1017;0;DPS
2016-04-21;19253;15852;3401;0;MAN
2016-04-21;16448;16366;82;0;MPS
2016-04-22;53331;52407;924;0;DPS
2016-04-22;12182;12154;28;0;MAN
2016-04-22;13400;13399;1;0;MPS
2016-04-23;23008;22415;593;0;DPS
2016-04-23;6358;6350;8;0;MAN
2016-04-23;6270;6261;9;0;MPS
2016-04-25;75981;74475;1506;0;DPS
2016-04-25;20092;16147;3945;0;MAN
2016-04-25;20156;20082;74;0;MPS
2016-04-26;57025;55939;1086;0;DPS
2016-04-26;12402;11602;800;0;MAN
2016-04-26;17842;17839;2;1;MPS
2016-04-27;46697;45787;910;0;DPS
2016-04-27;13952;11319;2633;0;MAN
2016-04-27;13050;12628;422;0;MPS
2016-04-28;63440;61727;1713;0;DPS
2016-04-28;16924;15797;1127;0;MAN
2016-04-28;17544;17541;3;0;MPS
2016-04-29;51345;50489;856;0;DPS
2016-04-29;11922;11887;35;0;MAN
2016-04-29;14427;14338;89;0;MPS
2016-04-30;31255;30774;481;0;DPS
2016-04-30;11619;6498;5121;0;MAN
2016-04-30;7619;7617;2;0;MPS
2016-05-02;82150;80885;1265;0;DPS
2016-05-02;21673;17177;4496;0;MAN
2016-05-02;24156;20839;3316;1;MPS
2016-05-03;55460;54438;1022;0;DPS
2016-05-03;16283;15412;871;0;MAN
2016-05-03;16456;16107;349;0;MPS
2016-05-04;66868;65464;1404;0;DPS
2016-05-04;15455;15353;102;0;MAN
2016-05-04;18299;18299;0;0;MPS
2016-05-05;14586;14276;310;0;DPS
2016-05-05;798;786;12;0;MAN
2016-05-05;4113;4113;0;0;MPS
2016-05-07;67182;65927;1255;0;DPS
2016-05-07;21626;15554;6072;0;MAN
2016-05-07;16273;16250;23;0;MPS
2016-05-09;77466;76366;1100;0;DPS
2016-05-09;15407;15355;52;0;MAN
2016-05-09;18296;18294;2;0;MPS
2016-05-10;62172;61175;997;0;DPS
2016-05-10;14473;12669;1804;0;MAN
2016-05-10;17549;17549;0;0;MPS
2016-05-11;57596;56554;1042;0;DPS
2016-05-11;14518;12040;2478;0;MAN
2016-05-11;13055;12899;156;0;MPS
2016-05-12;71824;70454;1370;0;DPS
2016-05-12;16509;15963;546;0;MAN
2016-05-12;18959;17851;1108;0;MPS
2016-05-13;61093;60145;948;0;DPS
2016-05-13;13397;13331;66;0;MAN
2016-05-13;13480;13480;0;0;MPS
2016-05-14;28135;27555;580;0;DPS
2016-05-14;12263;6637;5626;0;MAN
2016-05-14;7374;7273;101;0;MPS
2016-05-17;71429;70125;1304;0;DPS
2016-05-17;16441;15201;1240;0;MAN
2016-05-17;18275;18057;218;0;MPS
2016-05-18;53746;52757;989;0;DPS
2016-05-18;32295;32267;28;0;MAN
2016-05-18;15232;15007;225;0;MPS
2016-05-19;70718;69495;1223;0;DPS
2016-05-19;17020;16423;597;0;MAN
2016-05-19;19753;19753;0;0;MPS
2016-05-20;55199;54266;933;0;DPS
2016-05-20;12623;12504;119;0;MAN
2016-05-20;14141;13961;180;0;MPS
2016-05-21;35678;35125;553;0;DPS
2016-05-21;12926;8208;4718;0;MAN
2016-05-21;7658;7496;162;0;MPS
2016-05-23;90061;88070;1991;0;DPS
2016-05-23;30685;29548;1137;0;MAN
2016-05-23;22861;22588;273;0;MPS
2016-05-24;46507;45808;699;0;DPS
2016-05-24;18879;18859;20;0;MAN
2016-05-24;11400;11400;0;0;MPS
2016-05-25;44889;44003;886;0;DPS
2016-05-25;12276;10461;1815;0;MAN
2016-05-25;11757;10646;1111;0;MPS
2016-05-26;66503;64817;1686;0;DPS
2016-05-26;15677;13774;1903;0;MAN
2016-05-26;17878;17727;151;0;MPS
2016-05-27;51379;50279;1100;0;DPS
2016-05-27;11309;11288;21;0;MAN
2016-05-27;12790;12787;3;0;MPS
2016-05-27;4;4;0;0;WAN
2016-05-28;28783;28241;542;0;DPS
2016-05-28;10088;6155;3933;0;MAN
2016-05-28;6329;6206;123;0;MPS
2016-05-30;74815;73668;1147;0;DPS
2016-05-30;17058;15116;1942;0;MAN
2016-05-30;16408;16321;87;0;MPS
2016-05-31;46840;46153;687;0;DPS
2016-05-31;11539;11340;199;0;MAN
2016-05-31;13534;11937;1597;0;MPS
2016-06-01;52392;51387;1005;0;DPS
2016-06-01;17857;12558;5299;0;MAN
2016-06-01;13659;13496;163;0;MPS
2016-06-01;4;4;0;0;WAN
2016-06-02;68718;67330;1388;0;DPS
2016-06-02;15795;14683;1112;0;MAN
2016-06-02;17779;17778;1;0;MPS
2016-06-03;54243;53440;803;0;DPS
2016-06-03;12304;12269;35;0;MAN
2016-06-03;13795;13696;99;0;MPS
2016-06-04;30506;30053;453;0;DPS
